"Bin","Room","Rack","Type","Status","SKU","Males","Females","Pregnant Females","Mothers","Mother Slots","Rats/Litter","Due Date","Birth Date","Grow-out Start","Source Bin","Active Vacation Mothers","Label Primary","Label Secondary","QR Target","SKU Freezer On Hand","Shopify Variant IDs","Last Event","Note","Updated At"
"55-3-20","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-20","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-20","","","","","2026-06-18T03:02:59.863Z"
"55-3-21","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-21","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-21","","","","","2026-06-18T03:02:59.863Z"
"55-3-22","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-22","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-22","","","","","2026-06-18T03:02:59.863Z"
"55-3-23","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-23","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-23","","","","","2026-06-18T03:02:59.863Z"
"55-3-24","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-24","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-24","","","","","2026-06-18T03:02:59.863Z"
"55-3-25","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-25","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-25","","","","","2026-06-18T03:02:59.863Z"
"55-3-26","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-26","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-26","","","","","2026-06-18T03:02:59.863Z"
"55-3-27","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-27","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-27","","","","","2026-06-18T03:02:59.863Z"
"55-3-28","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-28","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-28","","","","","2026-06-18T03:02:59.863Z"
"55-3-29","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-29","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-29","","","","","2026-06-18T03:02:59.863Z"
"55-3-30","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-30","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-30","","","","","2026-06-18T03:02:59.863Z"
"55-3-31","nursery","55S 3","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-3-31","Nursery / 55S 3 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-3-31","","","","","2026-06-18T03:02:59.863Z"
"55-4-10","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-10","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-10","","","","","2026-06-18T03:02:59.863Z"
"55-4-11","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-11","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-11","","","","","2026-06-18T03:02:59.863Z"
"55-4-12","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-12","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-12","","","","","2026-06-18T03:02:59.863Z"
"55-4-13","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-13","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-13","","","","","2026-06-18T03:02:59.863Z"
"55-4-14","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-14","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-14","","","","","2026-06-18T03:02:59.863Z"
"55-4-15","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-15","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-15","","","","","2026-06-18T03:02:59.863Z"
"55-4-16","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-16","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-16","","","","","2026-06-18T03:02:59.863Z"
"55-4-17","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-17","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-17","","","","","2026-06-18T03:02:59.863Z"
"55-4-18","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-18","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-18","","","","","2026-06-18T03:02:59.863Z"
"55-4-19","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-19","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-19","","","","","2026-06-18T03:02:59.863Z"
"55-4-20","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-20","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-20","","","","","2026-06-18T03:02:59.863Z"
"55-4-21","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-21","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-21","","","","","2026-06-18T03:02:59.863Z"
"55-4-22","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-22","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-22","","","","","2026-06-18T03:02:59.863Z"
"55-4-23","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-23","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-23","","","","","2026-06-18T03:02:59.863Z"
"55-4-24","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-24","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-24","","","","","2026-06-18T03:02:59.863Z"
"55-4-25","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-25","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-25","","","","","2026-06-18T03:02:59.863Z"
"55-4-26","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-26","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-26","","","","","2026-06-18T03:02:59.863Z"
"55-4-27","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-27","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-27","","","","","2026-06-18T03:02:59.863Z"
"55-4-28","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-28","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-28","","","","","2026-06-18T03:02:59.863Z"
"55-4-29","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-29","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-29","","","","","2026-06-18T03:02:59.863Z"
"55-4-30","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-30","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-30","","","","","2026-06-18T03:02:59.863Z"
"55-4-31","nursery","55S 4","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-4-31","Nursery / 55S 4 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-4-31","","","","","2026-06-18T03:02:59.863Z"
"55-5-10","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-10","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-10","","","","","2026-06-18T03:02:59.863Z"
"55-5-11","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-11","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-11","","","","","2026-06-18T03:02:59.863Z"
"55-5-12","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-12","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-12","","","","","2026-06-18T03:02:59.863Z"
"55-5-13","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-13","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-13","","","","","2026-06-18T03:02:59.863Z"
"55-5-14","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-14","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-14","","","","","2026-06-18T03:02:59.863Z"
"55-5-15","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-15","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-15","","","","","2026-06-18T03:02:59.863Z"
"55-5-16","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-16","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-16","","","","","2026-06-18T03:02:59.863Z"
"55-5-17","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-17","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-17","","","","","2026-06-18T03:02:59.863Z"
"55-5-18","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-18","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-18","","","","","2026-06-18T03:02:59.863Z"
"55-5-19","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-19","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-19","","","","","2026-06-18T03:02:59.863Z"
"55-5-20","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-20","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-20","","","","","2026-06-18T03:02:59.863Z"
"55-5-21","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-21","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-21","","","","","2026-06-18T03:02:59.863Z"
"55-5-22","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-22","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-22","","","","","2026-06-18T03:02:59.863Z"
"55-5-23","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-23","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-23","","","","","2026-06-18T03:02:59.863Z"
"55-5-24","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-24","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-24","","","","","2026-06-18T03:02:59.863Z"
"55-5-25","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-25","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-25","","","","","2026-06-18T03:02:59.863Z"
"55-5-26","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-26","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-26","","","","","2026-06-18T03:02:59.863Z"
"55-5-27","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-27","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-27","","","","","2026-06-18T03:02:59.863Z"
"55-5-28","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-28","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-28","","","","","2026-06-18T03:02:59.863Z"
"55-5-29","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-29","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-29","","","","","2026-06-18T03:02:59.863Z"
"55-5-30","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-30","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-30","","","","","2026-06-18T03:02:59.863Z"
"55-5-31","nursery","55S 5","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-5-31","Nursery / 55S 5 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-5-31","","","","","2026-06-18T03:02:59.863Z"
"55-6-10","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-10","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-10","","","","","2026-06-18T03:02:59.863Z"
"55-6-11","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-11","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-11","","","","","2026-06-18T03:02:59.863Z"
"55-6-12","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-12","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-12","","","","","2026-06-18T03:02:59.863Z"
"55-6-13","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-13","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-13","","","","","2026-06-18T03:02:59.863Z"
"55-6-14","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-14","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-14","","","","","2026-06-18T03:02:59.863Z"
"55-6-15","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-15","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-15","","","","","2026-06-18T03:02:59.863Z"
"55-6-16","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-16","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-16","","","","","2026-06-18T03:02:59.863Z"
"55-6-17","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-17","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-17","","","","","2026-06-18T03:02:59.863Z"
"55-6-18","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-18","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-18","","","","","2026-06-18T03:02:59.863Z"
"55-6-19","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-19","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-19","","","","","2026-06-18T03:02:59.863Z"
"55-6-20","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-20","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-20","","","","","2026-06-18T03:02:59.863Z"
"55-6-21","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-21","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-21","","","","","2026-06-18T03:02:59.863Z"
"55-6-22","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-22","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-22","","","","","2026-06-18T03:02:59.863Z"
"55-6-23","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-23","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-23","","","","","2026-06-18T03:02:59.864Z"
"55-6-24","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-24","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-24","","","","","2026-06-18T03:02:59.864Z"
"55-6-25","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-25","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-25","","","","","2026-06-18T03:02:59.864Z"
"55-6-26","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-26","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-26","","","","","2026-06-18T03:02:59.864Z"
"55-6-27","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-27","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-27","","","","","2026-06-18T03:02:59.864Z"
"55-6-28","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-28","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-28","","","","","2026-06-18T03:02:59.864Z"
